ProdCodeId	DMDCode	TermfromEMIS	ProductName	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	DrugIssues
4815141000033110	15374611000001106	Budesonide 200micrograms/dose inhaler CFC free	Budesonide 200micrograms/dose inhaler CFC free	Budesonide	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation		10000
4815241000033115	14951111000001102	Pulmicort 100micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)	Pulmicort 100micrograms/dose inhaler CFC free	Budesonide	100.000microgram/1.000dose	 Pressurised inhalation	Inhalation		3000
4815341000033113	15358411000001102	Pulmicort 200micrograms/dose inhaler CFC free (AstraZeneca UK Ltd)	Pulmicort 200micrograms/dose inhaler CFC free	Budesonide	200.000microgram/1.000dose	 Pressurised inhalation	Inhalation		4000
5393341000033118	8031811000001102	Budelin Novolizer 200micrograms/dose inhalation powder (Viatris UK Healthcare Ltd)	Budelin Novolizer 200micrograms/dose inhalation powder	Budesonide	200.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	3000
5393441000033112	9111811000001100	Budelin Novolizer 200micrograms/dose inhalation powder refill (Viatris UK Healthcare Ltd)	Budelin Novolizer 200micrograms/dose inhalation powder refill	Budesonide	200.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	3000
13743741000033116	39133611000001108	Budesonide 100micrograms/dose / Formoterol 3micrograms/dose inhaler CFC free	Budesonide 100micrograms/dose / Formoterol 3micrograms/dose inhaler CFC free	Budesonide/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 3.000microgram/1.000dose	 Pressurised inhalation	Inhalation		200
3164341000033116	35912011000001109	Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Budesonide 100micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Budesonide/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	500000
3164441000033110	38896811000001103	Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Budesonide 200micrograms/dose / Formoterol 6micrograms/dose dry powder inhaler	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	3000000
11707241000033115	32960711000001105	Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Budesonide 200micrograms/dose / Formoterol 6micrograms/dose inhaler CFC free	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	 Pressurised inhalation	Inhalation		6000
3164541000033111	4378111000001103	Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler	Budesonide 400micrograms/dose / Formoterol 12micrograms/dose dry powder inhaler	Budesonide/ Formoterol fumarate dihydrate	400.000microgram/1.000dose + 12.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	1000000
9342741000033111	25254111000001105	DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Teva UK Ltd)	DuoResp Spiromax 160micrograms/dose / 4.5micrograms/dose dry powder inhaler	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	900000
9342841000033118	25254711000001106	DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler (Teva UK Ltd)	DuoResp Spiromax 320micrograms/dose / 9micrograms/dose dry powder inhaler	Budesonide/ Formoterol fumarate dihydrate	400.000microgram/1.000dose + 12.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	600000
12430741000033111	34950311000001108	Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Fobumix Easyhaler 160micrograms/dose / 4.5micrograms/dose dry powder inhaler	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation		40000
12403741000033110	34812111000001106	Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Fobumix Easyhaler 320micrograms/dose / 9micrograms/dose dry powder inhaler	Budesonide/ Formoterol fumarate dihydrate	400.000microgram/1.000dose + 12.000microgram/1.000dose	Inhalation powder	Inhalation		10000
12434441000033111	34950611000001103	Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler (Orion Pharma (UK) Ltd)	Fobumix Easyhaler 80micrograms/dose / 4.5micrograms/dose dry powder inhaler	Budesonide/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation		9000
2587541000033118	3294211000001101	Symbicort 100/6 Turbohaler (AstraZeneca UK Ltd)	Symbicort 100/6 Turbohaler	Budesonide/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	900000
13743941000033118	39105811000001102	Symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)	Symbicort 100micrograms/dose / 3micrograms/dose pressurised inhaler	Budesonide/ Formoterol fumarate dihydrate	100.000microgram/1.000dose + 3.000microgram/1.000dose	 Pressurised inhalation	Inhalation		400
2587641000033117	3294611000001104	Symbicort 200/6 Turbohaler (AstraZeneca UK Ltd)	Symbicort 200/6 Turbohaler	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	4000000
11707341000033113	32926011000001100	Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)	Symbicort 200micrograms/dose / 6micrograms/dose pressurised inhaler	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	 Pressurised inhalation	Inhalation		40000
2905641000033115	4373811000001100	Symbicort 400/12 Turbohaler (AstraZeneca UK Ltd)	Symbicort 400/12 Turbohaler	Budesonide/ Formoterol fumarate dihydrate	400.000microgram/1.000dose + 12.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	2000000
13915941000033118	40106011000001102	WockAIR 160micrograms/dose / 4.5micrograms/dose dry powder inhaler (Wockhardt UK Ltd)	WockAIR 160micrograms/dose / 4.5micrograms/dose dry powder inhaler	Budesonide/ Formoterol fumarate dihydrate	200.000microgram/1.000dose + 6.000microgram/1.000dose	Inhalation powder	Inhalation		1
13774841000033112	39327311000001104	Trixeo Aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose pressurised inhaler (AstraZeneca UK Ltd)	Trixeo Aerosphere 5micrograms/dose / 7.2micrograms/dose / 160micrograms/dose pressurised inhaler	Budesonide/ Formoterol fumarate dihydrate/ Glycopyrronium bromide	160.000microgram/1.000dose + 5.000microgram/1.000dose + 7.200microgram/1.000dose	 Pressurised inhalation	Inhalation		2000
3227441000033112	9004511000001107	Ciclesonide 80micrograms/dose inhaler CFC free	Ciclesonide 80micrograms/dose inhaler CFC free	Ciclesonide	80.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	30000
3227641000033114	9003911000001102	Alvesco 80 inhaler (AstraZeneca UK Ltd)	Alvesco 80 inhaler	Ciclesonide	80.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	10000
4823241000033113	9004411000001108	Ciclesonide 160micrograms/dose inhaler CFC free	Ciclesonide 160micrograms/dose inhaler CFC free	Ciclesonide	160.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	60000
4823341000033115	9004211000001109	Alvesco 160 inhaler (AstraZeneca UK Ltd)	Alvesco 160 inhaler	Ciclesonide	160.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	20000
485841000033117	2964011000001104	Duovent Autohaler (Boehringer Ingelheim Ltd)	Duovent Autohaler	Fenoterol hydrobromide/ Ipratropium bromide	100.000microgram/1.000dose + 40.000microgram/1.000dose	 Pressurised inhalation	Inhalation		50000
488041000033119	2923111000001107	Duovent inhaler (Boehringer Ingelheim Ltd)	Duovent inhaler	Fenoterol hydrobromide/ Ipratropium bromide	100.000microgram/1.000dose + 40.000microgram/1.000dose	 Pressurised inhalation	Inhalation		600000
491541000033117	4192411000001109	Duovent UDVs nebuliser liquid 4ml (Boehringer Ingelheim Ltd)	Duovent UDVs nebuliser liquid 4ml	Fenoterol hydrobromide/ Ipratropium bromide	312.500microgram/1.000ml + 125.000microgram/1.000ml	 Nebuliser liquid	Inhalation		5000
3163641000033110	39711511000001107	Fenoterol 1.25mg/4ml / Ipratropium 500micrograms/4ml nebuliser liquid unit dose vials	Fenoterol 1.25mg/4ml / Ipratropium 500micrograms/4ml nebuliser liquid unit dose vials	Fenoterol hydrobromide/ Ipratropium bromide	312.500microgram/1.000ml + 125.000microgram/1.000ml	 Nebuliser liquid	Inhalation		900
1860741000033110	36066611000001106	Fenoterol 100micrograms/dose / Ipratropium 40micrograms/dose inhaler	Fenoterol 100micrograms/dose / Ipratropium 40micrograms/dose inhaler	Fenoterol hydrobromide/ Ipratropium bromide	100.000microgram/1.000dose + 40.000microgram/1.000dose	 Pressurised inhalation	Inhalation		70000
12431141000033117	34952211000001104	Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	Trelegy Ellipta 92micrograms/dose / 55micrograms/dose / 22micrograms/dose dry powder inhaler	Fluticasone furoate/ Umeclidinium bromide/ Vilanterol trifenatate	92.000microgram/1.000dose + 65.000microgram/1.000dose + 22.000microgram/1.000dose	Inhalation powder	Inhalation		700000
8946841000033112	23661311000001105	Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Fluticasone furoate 184micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Fluticasone furoate/ Vilanterol	184.000microgram/1.000dose + 22.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	40000
8946941000033116	23661411000001103	Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Fluticasone furoate 92micrograms/dose / Vilanterol 22micrograms/dose dry powder inhaler	Fluticasone furoate/ Vilanterol	92.000microgram/1.000dose + 22.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	100000
8947041000033115	23621711000001102	Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	Relvar Ellipta 184micrograms/dose / 22micrograms/dose dry powder inhaler	Fluticasone furoate/ Vilanterol	184.000microgram/1.000dose + 22.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	300000
8947141000033116	23622011000001107	Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler (GlaxoSmithKline UK Ltd)	Relvar Ellipta 92micrograms/dose / 22micrograms/dose dry powder inhaler	Fluticasone furoate/ Vilanterol	92.000microgram/1.000dose + 22.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	900000
1730441000033113	3389111000001102	Flixotide 0.5mg/2ml Nebules (GlaxoSmithKline UK Ltd)	Flixotide 0.5mg/2ml Nebules	Fluticasone propionate	250.000microgram/1.000ml	 Nebuliser liquid	Inhalation	3020000	6000
590841000033115	3099611000001105	Flixotide 100microgram disks (GlaxoSmithKline UK Ltd)	Flixotide 100microgram disks	Fluticasone propionate	100.000microgram	Inhalation powder	Inhalation	3020000	30000
581241000033110	3098611000001101	Flixotide 100microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)	Flixotide 100microgram disks with Diskhaler	Fluticasone propionate	100.000microgram	Inhalation powder	Inhalation		10000
576741000033118	3184311000001107	Flixotide 100micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)	Flixotide 100micrograms/dose Accuhaler	Fluticasone propionate	100.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	200000
2067541000033118	398511000001105	Flixotide 125micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)	Flixotide 125micrograms/dose Evohaler	Fluticasone propionate	125.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	200000
590941000033111	3103511000001100	Flixotide 250microgram disks (GlaxoSmithKline UK Ltd)	Flixotide 250microgram disks	Fluticasone propionate	250.000microgram	Inhalation powder	Inhalation	3020000	70000
581341000033117	3106311000001102	Flixotide 250microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)	Flixotide 250microgram disks with Diskhaler	Fluticasone propionate	250.000microgram	Inhalation powder	Inhalation		30000
576841000033111	3184911000001108	Flixotide 250micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)	Flixotide 250micrograms/dose Accuhaler	Fluticasone propionate	250.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	200000
2067641000033117	2831211000001109	Flixotide 250micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)	Flixotide 250micrograms/dose Evohaler	Fluticasone propionate	250.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	200000
585741000033118	4856011000001103	Flixotide 25micrograms/dose inhaler (GlaxoSmithKline UK Ltd)	Flixotide 25micrograms/dose inhaler	Fluticasone propionate	25.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	30000
1730341000033119	3397211000001103	Flixotide 2mg/2ml Nebules (GlaxoSmithKline UK Ltd)	Flixotide 2mg/2ml Nebules	Fluticasone propionate	1.000mg/1.000ml	 Nebuliser liquid	Inhalation	3020000	6000
591441000033110	3110511000001108	Flixotide 500microgram disks (GlaxoSmithKline UK Ltd)	Flixotide 500microgram disks	Fluticasone propionate	500.000microgram	Inhalation powder	Inhalation	3020000	20000
581841000033114	3108411000001105	Flixotide 500microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)	Flixotide 500microgram disks with Diskhaler	Fluticasone propionate	500.000microgram	Inhalation powder	Inhalation		7000
577041000033119	3185211000001103	Flixotide 500micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)	Flixotide 500micrograms/dose Accuhaler	Fluticasone propionate	500.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	80000
591041000033118	3100811000001109	Flixotide 50microgram disks (GlaxoSmithKline UK Ltd)	Flixotide 50microgram disks	Fluticasone propionate	50.000microgram	Inhalation powder	Inhalation	3020000	10000
581441000033111	3097711000001109	Flixotide 50microgram disks with Diskhaler (GlaxoSmithKline UK Ltd)	Flixotide 50microgram disks with Diskhaler	Fluticasone propionate	50.000microgram	Inhalation powder	Inhalation		10000
576941000033115	3183811000001101	Flixotide 50micrograms/dose Accuhaler (GlaxoSmithKline UK Ltd)	Flixotide 50micrograms/dose Accuhaler	Fluticasone propionate	50.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	60000
2148541000033119	726611000001102	Flixotide 50micrograms/dose Evohaler (GlaxoSmithKline UK Ltd)	Flixotide 50micrograms/dose Evohaler	Fluticasone propionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	100000
2067741000033114	39111211000001103	Fluticasone 125micrograms/dose inhaler CFC free	Fluticasone 125micrograms/dose inhaler CFC free	Fluticasone propionate	125.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	600000
2067841000033116	39111411000001104	Fluticasone 250micrograms/dose inhaler CFC free	Fluticasone 250micrograms/dose inhaler CFC free	Fluticasone propionate	250.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	900000
586041000033113	36059111000001102	Fluticasone 25micrograms/dose inhaler	Fluticasone 25micrograms/dose inhaler	Fluticasone propionate	25.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	50000
1730541000033114	39712511000001104	Fluticasone 2mg/2ml nebuliser liquid unit dose vials	Fluticasone 2mg/2ml nebuliser liquid unit dose vials	Fluticasone propionate	1.000mg/1.000ml	 Nebuliser liquid	Inhalation	3020000	10000
1730641000033110	39712311000001105	Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials	Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials	Fluticasone propionate	250.000microgram/1.000ml	 Nebuliser liquid	Inhalation	3020000	20000
13740941000033111	38960111000001101	Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials (Imported)	Fluticasone 500micrograms/2ml nebuliser liquid unit dose vials	Fluticasone propionate	250.000microgram/1.000ml	 Nebuliser liquid			2
2148441000033115	39110911000001100	Fluticasone 50micrograms/dose inhaler CFC free	Fluticasone 50micrograms/dose inhaler CFC free	Fluticasone propionate	50.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	600000
591141000033119	36059211000001108	Fluticasone propionate 100microgram inhalation powder blisters	Fluticasone propionate 100microgram inhalation powder blisters	Fluticasone propionate	100.000microgram	Inhalation powder	Inhalation	3020000	30000
1914841000033115	36059311000001100	Fluticasone propionate 100microgram inhalation powder blisters with device	Fluticasone propionate 100microgram inhalation powder blisters with device	Fluticasone propionate	100.000microgram	Inhalation powder	Inhalation		9000
1914441000033118	38897811000001101	Fluticasone propionate 100micrograms/dose dry powder inhaler	Fluticasone propionate 100micrograms/dose dry powder inhaler	Fluticasone propionate	100.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	300000
591241000033114	36059511000001106	Fluticasone propionate 250microgram inhalation powder blisters	Fluticasone propionate 250microgram inhalation powder blisters	Fluticasone propionate	250.000microgram	Inhalation powder	Inhalation	3020000	80000
1914941000033111	36059411000001107	Fluticasone propionate 250microgram inhalation powder blisters with device	Fluticasone propionate 250microgram inhalation powder blisters with device	Fluticasone propionate	250.000microgram	Inhalation powder	Inhalation		10000
1914541000033117	36565411000001101	Fluticasone propionate 250micrograms/dose dry powder inhaler	Fluticasone propionate 250micrograms/dose dry powder inhaler	Fluticasone propionate	250.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	300000
591541000033111	36059611000001105	Fluticasone propionate 500microgram inhalation powder blisters	Fluticasone propionate 500microgram inhalation powder blisters	Fluticasone propionate	500.000microgram	Inhalation powder	Inhalation	3020000	20000
1915041000033111	36059711000001101	Fluticasone propionate 500microgram inhalation powder blisters with device	Fluticasone propionate 500microgram inhalation powder blisters with device	Fluticasone propionate	500.000microgram	Inhalation powder	Inhalation		6000
1914641000033116	38897711000001109	Fluticasone propionate 500micrograms/dose dry powder inhaler	Fluticasone propionate 500micrograms/dose dry powder inhaler	Fluticasone propionate	500.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	100000
591341000033116	36059811000001109	Fluticasone propionate 50microgram inhalation powder blisters	Fluticasone propionate 50microgram inhalation powder blisters	Fluticasone propionate	50.000microgram	Inhalation powder	Inhalation	3020000	10000
1914741000033113	36059911000001104	Fluticasone propionate 50microgram inhalation powder blisters with device	Fluticasone propionate 50microgram inhalation powder blisters with device	Fluticasone propionate	50.000microgram	Inhalation powder	Inhalation		4000
1914341000033112	38897911000001106	Fluticasone propionate 50micrograms/dose dry powder inhaler	Fluticasone propionate 50micrograms/dose dry powder inhaler	Fluticasone propionate	50.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	100000
12634941000033116	35647511000001107	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	Fluticasone propionate/ Formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	  Pressurised inhalation	Inhalation		2000
8101741000033115	21113711000001102	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	Fluticasone 125micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	Fluticasone propionate/ Formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	100000
8101841000033113	21113811000001105	Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free	Fluticasone 250micrograms/dose / Formoterol 10micrograms/dose inhaler CFC free	Fluticasone propionate/ Formoterol fumarate dihydrate	250.000microgram/1.000dose + 10.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	100000
12635041000033116	35647611000001106	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose breath actuated inhaler CFC free	Fluticasone propionate/ Formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	  Pressurised inhalation	Inhalation		1000
8101641000033112	21113911000001100	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	Fluticasone 50micrograms/dose / Formoterol 5micrograms/dose inhaler CFC free	Fluticasone propionate/ Formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	40000
8102041000033111	21019411000001101	Flutiform 125micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)	Flutiform 125micrograms/dose / 5micrograms/dose inhaler	Fluticasone propionate/ Formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	400000
8102141000033110	21019711000001107	Flutiform 250micrograms/dose / 10micrograms/dose inhaler (Napp Pharmaceuticals Ltd)	Flutiform 250micrograms/dose / 10micrograms/dose inhaler	Fluticasone propionate/ Formoterol fumarate dihydrate	250.000microgram/1.000dose + 10.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	400000
8101941000033117	21020611000001104	Flutiform 50micrograms/dose / 5micrograms/dose inhaler (Napp Pharmaceuticals Ltd)	Flutiform 50micrograms/dose / 5micrograms/dose inhaler	Fluticasone propionate/ Formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	200000
12635141000033117	35647311000001101	Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)	Flutiform K-haler 125micrograms/dose / 5micrograms/dose breath actuated inhaler	Fluticasone propionate/ Formoterol fumarate dihydrate	125.000microgram/1.000dose + 5.000microgram/1.000dose	  Pressurised inhalation	Inhalation		2000
12635241000033112	35650811000001109	Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler (Napp Pharmaceuticals Ltd)	Flutiform K-haler 50micrograms/dose / 5micrograms/dose breath actuated inhaler	Fluticasone propionate/ Formoterol fumarate dihydrate	50.000microgram/1.000dose + 5.000microgram/1.000dose	  Pressurised inhalation	Inhalation		1000
11899741000033117	33679711000001103	Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler (Teva UK Ltd)	Aerivio Spiromax 50micrograms/dose / 500micrograms/dose dry powder inhaler	Fluticasone propionate/ Salmeterol xinafoate	500.000microgram/1.000dose + 50.000microgram/1.000dose	Inhalation powder	Inhalation		10000
12197841000033113	34215311000001107	AirFluSal 25micrograms/dose / 125micrograms/dose inhaler (Sandoz Ltd)	AirFluSal 25micrograms/dose / 125micrograms/dose inhaler	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation		60000
12197941000033117	34215511000001101	AirFluSal 25micrograms/dose / 250micrograms/dose inhaler (Sandoz Ltd)	AirFluSal 25micrograms/dose / 250micrograms/dose inhaler	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation		50000
10715041000033111	30950311000001106	AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler (Sandoz Ltd)	AirFluSal Forspiro 50micrograms/dose / 500micrograms/dose dry powder inhaler	Fluticasone propionate/ Salmeterol xinafoate	500.000microgram/1.000dose + 50.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	80000
12370841000033110	34677011000001107	Aloflute 25micrograms/dose / 125micrograms/dose inhaler (Viatris UK Healthcare Ltd)	Aloflute 25micrograms/dose / 125micrograms/dose inhaler	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation		2000
12370941000033119	34675711000001103	Aloflute 25micrograms/dose / 250micrograms/dose inhaler (Viatris UK Healthcare Ltd)	Aloflute 25micrograms/dose / 250micrograms/dose inhaler	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation		3000
13933441000033119	40040711000001101	Avenor 25micrograms/dose / 125micrograms/dose inhaler (Zentiva Pharma UK Ltd)	Avenor 25micrograms/dose / 125micrograms/dose inhaler	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation		2
13933641000033117	40034211000001104	Avenor 25micrograms/dose / 50micrograms/dose inhaler (Zentiva Pharma UK Ltd)	Avenor 25micrograms/dose / 50micrograms/dose inhaler	Fluticasone propionate/ Salmeterol xinafoate	50.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation		4
12579441000033119	35594211000001100	Combisal 25micrograms/dose / 125micrograms/dose inhaler (Aspire Pharma Ltd)	Combisal 25micrograms/dose / 125micrograms/dose inhaler	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation		20000
12579541000033118	35594411000001101	Combisal 25micrograms/dose / 250micrograms/dose inhaler (Aspire Pharma Ltd)	Combisal 25micrograms/dose / 250micrograms/dose inhaler	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation		20000
12579341000033113	35594011000001105	Combisal 25micrograms/dose / 50micrograms/dose inhaler (Aspire Pharma Ltd)	Combisal 25micrograms/dose / 50micrograms/dose inhaler	Fluticasone propionate/ Salmeterol xinafoate	50.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation		20000
13815341000033114	39567811000001100	Fixkoh Airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler (Thornton & Ross Ltd)	Fixkoh Airmaster 50micrograms/dose / 100micrograms/dose dry powder inhaler	Fluticasone propionate/ Salmeterol xinafoate	100.000microgram/1.000dose + 50.000microgram/1.000dose	Inhalation powder	Inhalation		10
13815441000033115	39567611000001104	Fixkoh Airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler (Thornton & Ross Ltd)	Fixkoh Airmaster 50micrograms/dose / 250micrograms/dose dry powder inhaler	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 50.000microgram/1.000dose	Inhalation powder	Inhalation		4
3163841000033111	39111111000001109	Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	Fluticasone 125micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	Fluticasone propionate/ Salmeterol xinafoate	125.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	3000000
3163941000033115	39111311000001106	Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	Fluticasone 250micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	Fluticasone propionate/ Salmeterol xinafoate	250.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	3000000
3163741000033118	39111011000001108	Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	Fluticasone 50micrograms/dose / Salmeterol 25micrograms/dose inhaler CFC free	Fluticasone propionate/ Salmeterol xinafoate	50.000microgram/1.000dose + 25.000microgram/1.000dose	 Pressurised inhalation	Inhalation	3020000	1000000
3164041000033118	38897611000001100	Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler	Fluticasone propionate 100micrograms/dose / Salmeterol 50micrograms/dose dry powder inhaler	Fluticasone propionate/ Salmeterol xinafoate	100.000microgram/1.000dose + 50.000microgram/1.000dose	Inhalation powder	Inhalation	3020000	500000
